,INPUT:dataset_name,INPUT:model_id,INPUT:topic_id,INPUT:wordset,OUTPUT:quality,OUTPUT:topic_name,OUTPUT:bad_words,llm_score,llm_metric,human_metric
9097,lenta_ru,631b860397c373406e26b835,main9,daily мать увидеть успевать австралийский длина домой плюс сердце удерживать компьютерный общественность сосед поймать лежать,bad,,"{""daily"":false,""мать"":false,""увидеть"":false,""успевать"":false,""австралийский"":false,""длина"":false,""домой"":false,""плюс"":false,""сердце"":false,""удерживать"":false,""компьютерный"":false,""общественность"":false,""сосед"":false,""поймать"":false,""лежать"":false}","[ChatCompletion(id='chatcmpl-9VeymztDqsurk0zsrXeYVbV8LhLBl', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332720, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=354, total_tokens=355)), ChatCompletion(id='chatcmpl-9Veym5E1gJzaLy9Oe4y2NgfulXkSz', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332720, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=354, total_tokens=355)), ChatCompletion(id='chatcmpl-9VeynwCnp79rZaUBLYMnSuISItOhD', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332721, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=354, total_tokens=355)), ChatCompletion(id='chatcmpl-9VeynMQ5Uekhg9niFakzez10SdjmH', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332721, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=354, total_tokens=355)), ChatCompletion(id='chatcmpl-9VeyooP8Q2nXkwFDgf0k1PSx0TblW', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332722, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=354, total_tokens=355))]",1.0,1
1746,lenta_ru,631b8cf531be382c45bf1ad3,main19,депутат отказываться комитет направлять пытаться чиновник госдума призывать покидать помимо рассматривать полностью ответственность решать оказывать,bad,,"{""депутат"":false,""отказываться"":false,""комитет"":false,""направлять"":false,""пытаться"":false,""чиновник"":false,""госдума"":false,""призывать"":false,""покидать"":false,""помимо"":false,""рассматривать"":false,""полностью"":false,""ответственность"":false,""решать"":false,""оказывать"":false}","[ChatCompletion(id='chatcmpl-9Veyot3JZAIwVft7rHtwgQHyWhQnC', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332722, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=402, total_tokens=403)), ChatCompletion(id='chatcmpl-9Veyprq0jxvpyhnN26bSNN2ROazjT', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332723, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=402, total_tokens=403)), ChatCompletion(id='chatcmpl-9VeypG0v4AJ1k1XIVeaVDdPS2xsLc', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332723, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=402, total_tokens=403)), ChatCompletion(id='chatcmpl-9VeypFctmFRabrvv1HAcP7EyYBYqG', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332723, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=402, total_tokens=403)), ChatCompletion(id='chatcmpl-9VeyqaZD9s5n9ZikEGOJllPnUebI1', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332724, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=402, total_tokens=403))]",2.8,1
211,lenta_ru,631b869e7668936a8be4f75a,main24,уголовный обвинение статья следствие преступление прокуратура убийство возбуждать расследование адвокат следственный арест арестовывать приговаривать свобода,good,следствие,"{""уголовный"":false,""обвинение"":false,""статья"":false,""следствие"":false,""преступление"":false,""прокуратура"":false,""убийство"":false,""возбуждать"":false,""расследование"":false,""адвокат"":false,""следственный"":false,""арест"":false,""арестовывать"":false,""приговаривать"":false,""свобода"":false}","[ChatCompletion(id='chatcmpl-9VeyqNA8Ne6aOexwTem0aWKk0OC7s', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332724, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=414, total_tokens=415)), ChatCompletion(id='chatcmpl-9VeysxlLtZi7aDN9oPr8RMiNVfzP8', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332726, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=414, total_tokens=415)), ChatCompletion(id='chatcmpl-9VeysUewD2hWlO3bCJ18FlhnEwqxU', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332726, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=414, total_tokens=415)), ChatCompletion(id='chatcmpl-9VeysoClGSKpJw2aBjuqPmAyko8EN', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332726, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=414, total_tokens=415)), ChatCompletion(id='chatcmpl-9VeytrnH6fUwCOwkPLxX49ay8Lt5k', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332727, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=414, total_tokens=415))]",3.6,4
1349,lenta_ru,62f87bccba8b2d74acf422f3,unknown,цена рынок основной евро нефть мировой вырастать экономика курс упасть снижаться снижение валюта биржа индекс нефтяной подниматься снижать баррель отметка,good,мировой рынок,"{""цена"":false,""рынок"":false,""основной"":false,""евро"":false,""нефть"":false,""мировой"":false,""вырастать"":false,""экономика"":false,""курс"":false,""упасть"":false,""снижаться"":false,""снижение"":false,""валюта"":false,""биржа"":false,""индекс"":false,""нефтяной"":false,""подниматься"":false,""снижать"":false,""баррель"":false,""отметка"":false}","[ChatCompletion(id='chatcmpl-9Veyt8hxsH6QEeFi8JBhqJzWxsZcn', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332727, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=411, total_tokens=412)), ChatCompletion(id='chatcmpl-9Veyu55NBAp2hDyKX5ZX3yuIMq9aN', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332728, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=411, total_tokens=412)), ChatCompletion(id='chatcmpl-9VeyuQKEUzj3NFiEBwTAQN7ONYATU', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332728, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=411, total_tokens=412)), ChatCompletion(id='chatcmpl-9VeyvGb8hUbPrT4zmfEmv8LlCRRdR', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332729, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=411, total_tokens=412)), ChatCompletion(id='chatcmpl-9VeyvnhFqT2rS9jhBec8gG83amWqR', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332729, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=411, total_tokens=412))]",3.8,4
2898,lenta_ru,631b8cf531be382c45bf1ad3,main33,премьер добавлять путин ситуация встреча говорить дмитрий проблема интервью никакой выражать крым секретарь тасс медведев,good,Политика,"{""премьер"":false,""добавлять"":false,""путин"":false,""ситуация"":false,""встреча"":false,""говорить"":false,""дмитрий"":false,""проблема"":false,""интервью"":false,""никакой"":false,""выражать"":false,""крым"":false,""секретарь"":false,""тасс"":false,""медведев"":false}","[ChatCompletion(id='chatcmpl-9VeyvkL7jp5CS3tQHPHTkEQfjTeJ5', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332729, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=344, total_tokens=345)), ChatCompletion(id='chatcmpl-9VeywLreiz8ETNaCvpHkLqa5EMfTp', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332730, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=344, total_tokens=345)), ChatCompletion(id='chatcmpl-9Veywp0AnkaCUCVAKhcz1IJ1xBMRW', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332730, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=344, total_tokens=345)), ChatCompletion(id='chatcmpl-9VeyxTpFh7AAljObFDCHXXZhjRIeD', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332731, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=344, total_tokens=345)), ChatCompletion(id='chatcmpl-9VeyyvgvP0YllmYLHNYgunzJpvNCh', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332732, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=344, total_tokens=345))]",2.2,4
5189,lenta_ru,631b886d174d83c12d0f1a33,main18,продажа стоимость квартира строительство продавать метр квадратный сделка жилье площадь приобретать общий объект недвижимость торговый,good,Объект недвижимости ,"{""продажа"":false,""стоимость"":false,""квартира"":false,""строительство"":false,""продавать"":false,""метр"":false,""квадратный"":false,""сделка"":false,""жилье"":false,""площадь"":false,""приобретать"":false,""общий"":false,""объект"":false,""недвижимость"":false,""торговый"":false}","[ChatCompletion(id='chatcmpl-9VeyzO9dFeHiGUReQMEBkyZyODrG1', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332733, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=372, total_tokens=373)), ChatCompletion(id='chatcmpl-9VeyzwLmg2xCzS9pQxh9P482sUlIf', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332733, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=372, total_tokens=373)), ChatCompletion(id='chatcmpl-9Vez0G98hvbPcrxy1Sm46yR8Jcb4J', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332734, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=372, total_tokens=373)), ChatCompletion(id='chatcmpl-9Vez0DAfOZ5C8OMryLfLJd3bQyTk7', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332734, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=372, total_tokens=373)), ChatCompletion(id='chatcmpl-9Vez10Qmp3RhSJX3V7dZvDr5B8v4B', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332735, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=372, total_tokens=373))]",4.0,4
558,lenta_ru,62f92e1f9119fc375b0c2ff0,unknown,фильм лента роль картина снимать актер режиссер сериал герой сыграть актриса съемка сниматься исполнять сценарий кино прокат продюсер эпизод персонаж,good,Кинематография,"{""фильм"":false,""лента"":false,""роль"":false,""картина"":false,""снимать"":false,""актер"":false,""режиссер"":false,""сериал"":false,""герой"":false,""сыграть"":false,""актриса"":false,""съемка"":false,""сниматься"":false,""исполнять"":false,""сценарий"":false,""кино"":false,""прокат"":false,""продюсер"":false,""эпизод"":false,""персонаж"":false}","[ChatCompletion(id='chatcmpl-9Vez1UclvoKSLZDCbF1r9EAjRbdIZ', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332735, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=401, total_tokens=402)), ChatCompletion(id='chatcmpl-9Vez2iVuFBOVjbce6zsEUesXcqG4L', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332736, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=401, total_tokens=402)), ChatCompletion(id='chatcmpl-9Vez2oY9HoxEwrYiXECdL3xyBSyL9', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332736, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=401, total_tokens=402)), ChatCompletion(id='chatcmpl-9Vez82slVaGYH3kAyErr6Ypjr5Lbl', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332742, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=401, total_tokens=402)), ChatCompletion(id='chatcmpl-9Vez81x1xCB3VGxEwc7xyKjlQ1n2p', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='4', role='assistant', function_call=None, tool_calls=None))], created=1717332742, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=401, total_tokens=402))]",4.0,4
6602,lenta_ru,631b9158ad5963ae703be71e,main49,причина подчеркивать оставаться безопасность некоторый мера устанавливать предлагать сделать операция клуб руководитель премьер британский момент,rather_bad,,"{""руководитель"":false,""мера"":false,""безопасность"":false,""операция"":false,""подчеркивать"":false,""клуб"":false,""британский"":false,""предлагать"":false,""причина"":false,""оставаться"":false,""устанавливать"":false,""сделать"":false,""некоторый"":false,""премьер"":false,""момент"":false}","[ChatCompletion(id='chatcmpl-9Vez9f8sDo4CTMfLKR5W75gGh2Cov', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332743, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=394, total_tokens=395)), ChatCompletion(id='chatcmpl-9VezAoktcfKkoGsRbjN5RSdHUfgpj', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332744, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_aa87380ac5', usage=CompletionUsage(completion_tokens=1, prompt_tokens=394, total_tokens=395)), ChatCompletion(id='chatcmpl-9VezA8lt3ef1RcoIb23ihLTLykWzR', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332744, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=394, total_tokens=395)), ChatCompletion(id='chatcmpl-9VezBC33FzYS48uTbTF03m62Nxqpk', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332745, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=394, total_tokens=395)), ChatCompletion(id='chatcmpl-9VezBWJTJWrYDfz2ycGxuNiM4H1sA', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332745, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=394, total_tokens=395))]",1.4,2
2986,lenta_ru,631b869e7668936a8be4f75a,main21,франция французский иран казахстан германия france язык олимпийский италия presse немецкий визит польша премьер agence,rather_bad,,"{""франция"":false,""французский"":false,""иран"":false,""казахстан"":false,""германия"":false,""france"":false,""язык"":false,""олимпийский"":false,""италия"":false,""presse"":false,""немецкий"":false,""визит"":false,""польша"":false,""премьер"":false,""agence"":false}","[ChatCompletion(id='chatcmpl-9VezCH6d26YhRsmTYZLoXf1AbYlbu', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332746, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezC1Axugg8CafUgABujKtHKVcc5', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332746, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezCrxnBFeW5V5Abs8Tcq9JiBbHG', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332746, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezDkW1b5oBr2HW6Yrivmvryz9oK', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332747, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezDQrrtOSkU0IhqEmEsP5CYpgTg', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332747, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335))]",1.4,2
10715,lenta_ru,631b8d837668936a8be4ff6e,main23,состав добавлять обнаруживать общий александр решать участник член создавать сборная начинаться рамка британский срок лента,rather_bad,,"{""состав"":false,""добавлять"":false,""обнаруживать"":false,""общий"":false,""александр"":false,""решать"":false,""участник"":false,""член"":false,""создавать"":false,""сборная"":false,""начинаться"":false,""рамка"":false,""британский"":false,""срок"":false,""лента"":false}","[ChatCompletion(id='chatcmpl-9VezEVKAx0d0KjxfBIIoYt1ZSg7zx', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332748, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=347, total_tokens=348)), ChatCompletion(id='chatcmpl-9VezE4rkxYWn0DfkyFtvxNp2VKtST', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332748, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=347, total_tokens=348)), ChatCompletion(id='chatcmpl-9VezFEroWsldjsdkb5fpC7pWuLCgJ', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332749, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=347, total_tokens=348)), ChatCompletion(id='chatcmpl-9VezFeahj7I2op9KH4RerW0srI0yW', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='1', role='assistant', function_call=None, tool_calls=None))], created=1717332749, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=347, total_tokens=348)), ChatCompletion(id='chatcmpl-9VezGeugh1Ih9eAKUyBKQ4wgl05DG', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332750, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_aa87380ac5', usage=CompletionUsage(completion_tokens=1, prompt_tokens=347, total_tokens=348))]",1.2,2
4582,lenta_ru,631b93e8300a84d577b19668,main2,устройство видео аппарат телефон песня стоить разрешение килограмм камера мобильный экран apple смартфон равный iphone,rather_bad,,"{""устройство"":false,""видео"":false,""аппарат"":false,""телефон"":false,""песня"":false,""стоить"":false,""разрешение"":false,""килограмм"":false,""камера"":false,""мобильный"":false,""экран"":false,""apple"":false,""смартфон"":false,""равный"":false,""iphone"":false}","[ChatCompletion(id='chatcmpl-9VezGi4B7vFo0hYge9ZgoUu7FOM8q', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332750, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezHfSWZhJtxpnXafhBzWmXOOCDO', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332751, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezH8ivH6jLyHFY5qFl3Q4HrzFuB', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='3', role='assistant', function_call=None, tool_calls=None))], created=1717332751, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezIN3NG5WCzeCHia3YQkkxrscv0', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332752, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335)), ChatCompletion(id='chatcmpl-9VezIEdJxFoHWT1p4fHOUGWGocR0P', choices=[Choice(finish_reason='length', index=0, logprobs=None, message=ChatCompletionMessage(content='2', role='assistant', function_call=None, tool_calls=None))], created=1717332752, model='gpt-4o-2024-05-13', object='chat.completion', system_fingerprint='fp_319be4768e', usage=CompletionUsage(completion_tokens=1, prompt_tokens=334, total_tokens=335))]",2.2,2
